type,depth,landuse,class
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kebun karet,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),dangkal",D1,Kebun karet,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),dangkal",D1,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),dangkal",D1,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),dalam",D4,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D1,Belukar rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D2,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D1,"Semak,rumput pada bekas sawah",T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists (100),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/Saprists (60/40),sangat dalam",D3,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),dalam",D3,,F
"Hemists/min (70/30),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),dalam",D3,,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D2,,F
"Hemists/min (30/70),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Saprists/min (50/50),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (30/70),sedang",D0,Sawah pasang surut,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Hemists/min (30/70),sedang",D2,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Belukar rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Hemists/min (30/70),sedang",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),dalam",D3,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),dalam",D3,Belukar rawa,F
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Saprists/min (50/50),dalam",D3,Belukar rawa,F
"Hemists/min (70/30),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/min (30/70),sedang",D2,Belukar rawa,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/min (70/30),sedang",D2,Hutan rawa,T
"Hemists/min (30/70),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/min (30/70),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,T
"Hemists/min (30/70),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Saprists/min (50/50),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Saprists/min (30/70),dalam",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedan",D2,Lahan hutan konsesi penebangan,T
"Saprists/min (30/70),dalam",D0,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),dalam",D1,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sedang",D0,Kelapa sawit pada bekas hutan rawa > 5 th,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedan",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Lahan hutan konsesi penebangan,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D0,Sawah tadah hujan (padi/palawija/bera),F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D2,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D0,Sawah tadah hujan (padi/palawija/bera),F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D0,Sawah tadah hujan (padi/palawija/bera),F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sedang",D0,Sawah tadah hujan (padi/palawija/bera),F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D2,Hutan rawa,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
"Hemists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,F
