type,depth,landuse,class
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (50/50),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (50/50),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (50/50),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (50/50),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Lahan penanaman tanaman industri,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Lahan penanaman tanaman industri,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Lahan penanaman tanaman industri,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D0,Sawah intensif (padi - padi),T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D1,Kebun karet,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/Hemists (60/40),sedang",D1,Kelapa sawit pada bekas hutan rawa > 5 th,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (30/70),dangkal",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (30/70),dangkal",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D1,Kelapa pada bekas hutan rawa > 5 th,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),dalam",D3,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/Hemists (60/40),sangat dalam",D2,Kelapa pada bekas hutan rawa > 5 th,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/Hemists (60/40),sangat dalam",D2,Kelapa pada bekas hutan rawa > 5 th,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/min (30/70),dangkal",D1,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (90/10),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/Hemists (60/40),sedang",D2,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/min (50/50),dangkal",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/min (50/50),dangkal",D1,Belukar rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Kebun karet,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/min (50/50),dangkal",D1,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sedang",D1,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D1,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D1,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sedang",D1,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Saprists/Hemists (60/40),sedang",D1,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Belukar rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),dalam",D3,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Saprists/Hemists (60/40),sedang",D1,Kelapa sawit pada bekas hutan rawa < 5 th,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D3,Sawah dan kelapa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Semak dan rumput rawa dan bekas kebakaran,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D2,Hutan rawa,F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
"Hemists/min (90/10),sedang",D1,"Sawah intensif (padi - palawija/bera),jeruk",F
"Hemists/Saprists (60/40),sangat dalam",D4,Hutan rawa,T
